,unique_date,id,created_at,text,fav,RT,date
2017-10-02,2017-10-02,9.1495520028851e+17,2017-10-02 20:48:13,"South Korea's #ICO Ban: A Reaction to ""Serious Concerns"" Over #Cryptocurrency Investment Practices https://t.co/rD0s1sPBSK #bitcoin",21.0,27.0,2017-10-02
2017-10-03,2017-10-03,9.152671907938877e+17,2017-10-03 17:27:57,Op Ed: Where Pseudonymous #Cryptocurrency Transactions Meet AML Reporting Requirements https://t.co/YdEfuXS4Lu #blockchain #bitcoin,21.0,19.0,2017-10-03
2017-10-04,2017-10-04,9.154942496547635e+17,2017-10-04 08:30:12,「μRaiden」イーサリアムの一方向ペイメントチャネルが登場 - https://t.co/7FBzMFG2xw #ビットコイン https://t.co/UnykZcdEPZ,32.0,15.0,2017-10-04
2017-10-05,2017-10-05,9.160465584660152e+17,2017-10-05 21:04:53,Central Banks and the IMF Warm Up to (Centralized) Digital Currencies  https://t.co/kzitQY8W8f #cryptocurrencies #blockchain #fintech,90.0,104.0,2017-10-05
2017-10-06,2017-10-06,9.16354305128616e+17,2017-10-06 17:27:46,2x or NO2X: Why Some Want to Hard Fork #Bitcoin — and Why Others Do Not https://t.co/M6ZS8JXbMw #blockchain #segwit2x #segwit,169.0,141.0,2017-10-06
2017-10-07,2017-10-07,,,,,,
2017-10-08,2017-10-08,,,,,,
2017-10-09,2017-10-09,9.17426727814656e+17,2017-10-09 16:29:11,Op Ed: A Roadmap For How the #Blockchain Can Open Up Foreign Property Investment https://t.co/VrWMB3qCx6 #RealEstate #investment #fintech,23.0,30.0,2017-10-09
2017-10-10,2017-10-10,9.178365772079145e+17,2017-10-10 19:37:47,India Trials a Power Grid on the #Blockchain to Incentivize #Sustainable Energy https://t.co/UFpC3QhbJs #energy #IoT #India,65.0,54.0,2017-10-10
2017-10-11,2017-10-11,9.181585065403064e+17,2017-10-11 16:57:01,Hyperledger and Linux to Offer a Massive Open Online #Blockchain Course https://t.co/IEM8yYOYiJ @Hyperledger,91.0,47.0,2017-10-11
2017-10-12,2017-10-12,9.185054806198108e+17,2017-10-12 15:55:46,ICYMI:OpEd by @jeffreyatucker: Is There a Future for Banking in a #Cryptocurrency-Dominated World? https://t.co/JB6J1bBuXa #bitcoin #fintech,34.0,23.0,2017-10-12
2017-10-13,2017-10-13,9.188369169335378e+17,2017-10-13 13:52:46,A #Bitcoin Beginner’s Guide to Surviving the #BitcoinGold and SegWit2x Forks https://t.co/mP4crCEAAV #segwit2 #segwit #blockchain,507.0,333.0,2017-10-13
2017-10-14,2017-10-14,,,,,,
2017-10-15,2017-10-15,,,,,,
2017-10-16,2017-10-16,9.197877571063808e+17,2017-10-16 04:51:04,イーサリアム、本日「Byzantium」にアップグレードへ - https://t.co/v68s7ldNjp #ビットコイン https://t.co/YEJY6g3Ew4,57.0,54.0,2017-10-16
2017-10-17,2017-10-17,9.20344904311636e+17,2017-10-17 17:44:59,"RT @coinyeezy: WARNING ⚠️ Mymonero wallet phishing - notice small dot under the ""r"" in the domain namePlease don't click ads when you g…",0.0,81.0,2017-10-17
2017-10-18,2017-10-18,9.206566903364895e+17,2017-10-18 14:23:54,Chaincode Labs to Host a Second Run of Its Month-Long #Bitcoin Coding Class https://t.co/Jq2OKGoujw @ChaincodeLabs #blockchain,55.0,37.0,2017-10-18
2017-10-19,2017-10-19,9.211407985902797e+17,2017-10-19 22:27:35,Bitcoin Price Analysis: Potential Wyckoff Distribution May Spring New All-Time Highs https://t.co/adiKpwknf8 $btc $btcusd #bitcoin,58.0,62.0,2017-10-19
2017-10-20,2017-10-20,9.214359432860672e+17,2017-10-20 18:00:22,Our latest #Bitcoin price analysis: Potential Wyckoff Distribution May Spring New All-Time Highs https://t.co/adiKpwknf8 $BTC #bitcoinprice,72.0,56.0,2017-10-20
2017-10-21,2017-10-21,,,,,,
2017-10-22,2017-10-22,,,,,,
2017-10-23,2017-10-23,9.22592659847467e+17,2017-10-23 22:36:45,Abra Closes $16M in Funding and Looks to Venture Into Consumer Product Space https://t.co/lCCO8rczxi @AbraGlobal #Bitcoin,31.0,28.0,2017-10-23
2017-10-24,2017-10-24,9.229376092147098e+17,2017-10-24 21:27:28,RT @DistLedger: #Blockchains are poised to shape the future of #marketing. Here's how it will power two tools of tomorrow: https://t.co/ZlV…,0.0,27.0,2017-10-24
2017-10-25,2017-10-25,9.233085241380618e+17,2017-10-25 22:01:21,TokenFunder Wins Approval to First OSC Regulated ICO Launch https://t.co/KmhQGGR3ZL #ICOs,35.0,26.0,2017-10-25
2017-10-26,2017-10-26,9.235924474810081e+17,2017-10-26 16:49:33,Decred Launches Proposal System to Advance #Blockchain Governancehttps://t.co/edyUpyZeSL@decredproject https://t.co/mPKExhioRe,171.0,111.0,2017-10-26
2017-10-27,2017-10-27,9.239855537622016e+17,2017-10-27 18:51:37,Blockstack Announces Its Own Token Sale https://t.co/Z2IFB3As6h @blockstack,58.0,45.0,2017-10-27
2017-10-28,2017-10-28,9.242951796364984e+17,2017-10-28 15:21:58,To B2X or Not to B2X: How Exchanges Will List the SegWit2x Coin https://t.co/0cjQaCcsMQ #bitcoin #B2X #Segwit2x,253.0,212.0,2017-10-28
2017-10-29,2017-10-29,,,,,,
2017-10-30,2017-10-30,9.250027759137464e+17,2017-10-30 14:13:42,"After hitting a new all-time high, $BTC is now at $6152.31. https://t.co/eShTD3xB7X https://t.co/wycC3JKXIT",103.0,71.0,2017-10-30
2017-10-31,2017-10-31,9.254365295137628e+17,2017-10-31 18:57:17,"Happy birthday, #Bitcoin! It's been 9 years since Satoshi published his whitepaper. https://t.co/eShTD3xB7X https://t.co/UV0M0Js6Ed",511.0,363.0,2017-10-31
2017-11-01,2017-11-01,9.258130818837176e+17,2017-11-01 19:53:34,"RT @DistLedger: Remembering Lu Guanqiu, Chinese blockchain proponent (1945-2017): https://t.co/NHUZRbqXtM",0.0,13.0,2017-11-01
2017-11-02,2017-11-02,9.262062150755656e+17,2017-11-02 21:55:44,Funding the #Blockchain Future of the Digital Media Industry https://t.co/O4wWfJskik #digitalmedia #VentureCapital,34.0,37.0,2017-11-02
2017-11-03,2017-11-03,9.265510206914437e+17,2017-11-03 20:45:52,"RT @DistLedger: Advertisements were once purchased and negotiated by through an inefficient, unreliable process. Enter blockchains: https:/…",0.0,37.0,2017-11-03
2017-11-04,2017-11-04,,,,,,
2017-11-05,2017-11-05,9.271336484695859e+17,2017-11-05 11:21:01,ビットコインゴールドに対する各取引所の対応と影響（BTCN） - https://t.co/y69GBWmKyQ https://t.co/ZHTPYfia13,24.0,24.0,2017-11-05
2017-11-06,2017-11-06,9.274608275522724e+17,2017-11-06 09:01:07,ビットコイン 今日の相場・戦略　2017年11月6日（BTCN） - https://t.co/3Zn4KynZLV https://t.co/Yw6QBee0dN,7.0,1.0,2017-11-06
2017-11-07,2017-11-07,9.280058259600056e+17,2017-11-07 21:06:45,Bitcoin Price Analysis: Bitcoin’s All-Time High Tests a Historic Reversal Pointhttps://t.co/5jw2keq2FO $BTC $btcusd #bitcoin #bitcoinprice,73.0,67.0,2017-11-07
2017-11-08,2017-11-08,9.283943559367148e+17,2017-11-08 22:50:37,NO2X: Next Week’s Hard Fork Has Been “Suspended” Due to a Lack of Consensus https://t.co/VwtzpQmvOy #NO2X #bitcoin #bitcoinfork #segwit2x,155.0,120.0,2017-11-08
2017-11-09,2017-11-09,9.284435478833684e+17,2017-11-09 02:06:06,ビットコイン、分岐回避で前進　SegWit2xハードフォークの計画中断で（BTCN） - https://t.co/Xz2THkpFfM https://t.co/VkZIgmVYzw,57.0,56.0,2017-11-09
2017-11-10,2017-11-10,9.291117088530678e+17,2017-11-10 22:21:08,"Bitcoin Price Analysis: Market Correction Could See Lows of $5,800 https://t.co/CAVuhpjA7v #bitcoin #bitcoinprice $BTC $btcusd",117.0,95.0,2017-11-10
2017-11-11,2017-11-11,9.29415593610154e+17,2017-11-11 18:28:39,"After weeks of preparation, Bitcoin Gold is finally launching tomorrow, November 12 https://t.co/yTdBAYy6Ih #bitcoin #Bgold #fintech",151.0,145.0,2017-11-11
2017-11-12,2017-11-12,,,,,,
2017-11-13,2017-11-13,9.30122912899756e+17,2017-11-13 17:19:17,Come join the original Bitcoin news site! The Bitcoin Magazine news team is looking for a full-time writer. https://t.co/DxRs8pTduE,40.0,32.0,2017-11-13
2017-11-14,2017-11-14,9.305589723226358e+17,2017-11-14 22:12:02,Come join our team of fantastic crypto reporters - Bitcoin Magazine is looking for another f/t writer: https://t.co/PKmVwsKOhA,38.0,28.0,2017-11-14
2017-11-15,2017-11-15,9.308760620867133e+17,2017-11-15 19:12:02,New “Semi-Decentralized” #Cryptocurrency Exchange Navigates Murky Compliance Waters https://t.co/aRiHvf5KDe #bitcoin,23.0,21.0,2017-11-15
2017-11-16,2017-11-16,9.312986003862856e+17,2017-11-16 23:11:03,Bitcoin Price Analysis: $BTC Pushes All-time Highs and Tests Historic Resistance https://t.co/gXQgTYN57q $btcusd… https://t.co/HdgedM4xLx,87.0,62.0,2017-11-16
2017-11-17,2017-11-17,9.31644374781481e+17,2017-11-17 22:05:02,Crypto Trading and Traditional Assets: New Options for Investors https://t.co/HFBzU9C53o #cryptocurrencies #trading #investing #fintech,61.0,58.0,2017-11-17
2017-11-18,2017-11-18,9.317943608569897e+17,2017-11-18 08:01:02,米FRB次期議長に内定したパウエル氏、ビットコインに持論（BTCN） - https://t.co/A3zO75gobY https://t.co/bAvHFkmYu2,21.0,11.0,2017-11-18
2017-11-19,2017-11-19,,,,,,
2017-11-20,2017-11-20,9.327127629035315e+17,2017-11-20 20:50:26,"The price of #bitcoin has soared over $8,000 - now at $8249.90! https://t.co/eShTD3xB7X$btc $btcusd #bitcoinprice https://t.co/fCm5GUYRkF",222.0,172.0,2017-11-20
2017-11-21,2017-11-21,9.33062884006953e+17,2017-11-21 20:01:41,"Hacker Allegedly Siphons $31 Million Out of #Tether, Driving Further Speculations About the Cryptocurrency… https://t.co/AGOkhgbVmj",48.0,62.0,2017-11-21
2017-11-22,2017-11-22,9.333670725911716e+17,2017-11-22 16:10:25,Bitcoin Exchange Globitex Granted European Electronic Money License https://t.co/BziqVj2e6Q #bitcoin @globitex_ #fintech #investing,26.0,39.0,2017-11-22
2017-11-23,2017-11-23,9.335157221222564e+17,2017-11-23 02:01:06,ロシアで暗号通貨探偵局の設立準備始まる　ウラジオストクでパイロットプロジェクト開始（BTCN） - https://t.co/hTShBT5gpf https://t.co/ksx6ptaD2X,8.0,6.0,2017-11-23
2017-11-24,2017-11-24,9.338781333921382e+17,2017-11-24 02:01:12,週間ビットコイン相場 2017/11/24 −　ビットコイン最高値更新（BTCN） - https://t.co/SCFVO99eMJ https://t.co/xyaCDExHB1,5.0,2.0,2017-11-24
2017-11-25,2017-11-25,,,,,,
2017-11-26,2017-11-26,,,,,,
2017-11-27,2017-11-27,9.352287804859269e+17,2017-11-27 19:28:11,Bitcoin Price Analysis: Bitcoin Tests Parabolic Trend After 25% Weekly Growth https://t.co/ImjkaTSdiu #bitcoin $BTC $btcusd #bitcoinprice,92.0,77.0,2017-11-27
2017-11-28,2017-11-28,9.354954049547715e+17,2017-11-28 13:07:39,Wrangling Data For Enterprise: #Blockchain Company Libra Launches Crypto Officehttps://t.co/DHJgE8r23M #cryptocurrency #data,30.0,19.0,2017-11-28
2017-11-29,2017-11-29,9.356901825604485e+17,2017-11-29 02:01:38,Our front page is looking pretty sweet right about now! 🚀 #Bitcoin https://t.co/ug77yZoPW1,81.0,44.0,2017-11-29
2017-11-30,2017-11-30,9.362395045910856e+17,2017-11-30 14:24:27,ICYMI: Bitcoin Crossed $10K for the First Time: Global Validation or Speculative Bubble?https://t.co/HPHlcuAJED… https://t.co/xgClKRHRTJ,38.0,33.0,2017-11-30
2017-12-01,2017-12-01,9.367191370820485e+17,2017-12-01 22:10:20,Regulators Greenlight #Bitcoin Futureshttps://t.co/xqhFASNYlR #investing #trading #CME,92.0,75.0,2017-12-01
2017-12-02,2017-12-02,,,,,,
2017-12-03,2017-12-03,,,,,,
2017-12-04,2017-12-04,9.37738163262509e+17,2017-12-04 17:39:35,"Check out our cover story for December by @AaronvanW Bitcoin’s Journey from $1,000 to $10,000: The Stories That Got… https://t.co/EcOVMiPdzB",76.0,57.0,2017-12-04
2017-12-05,2017-12-05,9.381550745971466e+17,2017-12-05 21:16:14,Bitfinex Critics Prepare for Possible Legal Action After #Cryptocurrency Exchange Lawyers Up https://t.co/SI9quPIbIQ #bitcoin #bitfinexed,37.0,25.0,2017-12-05
2017-12-06,2017-12-06,9.384754493777879e+17,2017-12-06 18:29:17,Developers Release Lightning Protocol 1.0; Perform Successful Interoperability Tests https://t.co/eLjZ7Ge5b1… https://t.co/wZh1A5Bgz5,380.0,224.0,2017-12-06
2017-12-07,2017-12-07,9.389063405331702e+17,2017-12-07 23:01:30,Quant Network Launches Overledger for Cross-Blockchain Data Interoperability https://t.co/vSEL3JwYKr #blockchain #fintech,44.0,28.0,2017-12-07
2017-12-08,2017-12-08,9.392116829241631e+17,2017-12-08 19:14:49,Op-ed: #Bitcoin Is Not a Bubble; It's in an S-Curve and It's Just Getting Started https://t.co/3icGsITkT0… https://t.co/e4WXRcl6Yw,194.0,122.0,2017-12-08
2017-12-09,2017-12-09,,,,,,
2017-12-10,2017-12-10,,,,,,
2017-12-11,2017-12-11,9.403628971249869e+17,2017-12-11 23:29:20,Bitcoin Futures Are Here: The Story So Far https://t.co/ApYK0psM2N #BitcoinFutures #fintech #cboe #bitcoin,129.0,97.0,2017-12-11
2017-12-12,2017-12-12,9.40652637791445e+17,2017-12-12 18:40:39,"RT @DistLedger: If there's a digital solution that can save us from the era of ""fake news,"" it's #blockchain technology: https://t.co/jIAwm…",0.0,42.0,2017-12-12
2017-12-13,2017-12-13,9.410653040625459e+17,2017-12-13 22:00:27,Bitcoin Price Analysis: Bitcoin Rests at Tipping Point Before Deciding Next Move https://t.co/vGUmRygWEg #Bitcoin $BTC $btcusd #investing,84.0,67.0,2017-12-13
2017-12-14,2017-12-14,9.41390820904702e+17,2017-12-14 19:33:56,"South Korea Moves to Regulate Domestic #Bitcoin Trading, Exchangeshttps://t.co/IghLvaN5rW #SouthKorea #cryptocurrency",83.0,60.0,2017-12-14
2017-12-15,2017-12-15,9.416821143193231e+17,2017-12-15 14:51:26,"ICYMI: Garzik Forks UnitedBitcoin Away from #Bitcoin ""Maximalists"" to Support Altcoin Communities… https://t.co/RgLY7spgv0",54.0,30.0,2017-12-15
2017-12-16,2017-12-16,,,,,,
2017-12-17,2017-12-17,,,,,,
2017-12-18,2017-12-18,9.428732593595064e+17,2017-12-18 21:44:37,Op Ed: Bitcoin’s Scaling Challenge Brings the Battle for Liberation of Cyberspace by @nozomimagine… https://t.co/iXLwKeXvbx,83.0,56.0,2017-12-18
2017-12-19,2017-12-19,9.431663002176348e+17,2017-12-19 17:09:03,This Lightning Network Designer Is Re-Inventing #Bitcoin Smart Contracts https://t.co/iJDxTEThsg #blockchain #smartContract @tdryja,197.0,113.0,2017-12-19
2017-12-20,2017-12-20,9.436182145835213e+17,2017-12-20 23:04:48,"Bitcoin Price Analysis: After Giddy Heights, Bitcoin Sees a Steady Decline in Price https://t.co/ncfuvpiDuL… https://t.co/a3U2BUcTAZ",67.0,54.0,2017-12-20
2017-12-21,2017-12-21,9.43866580185899e+17,2017-12-21 15:31:43,"Our latest Bitcoin Price Analysis: After Giddy Heights, Bitcoin Sees a Steady Decline in Price… https://t.co/7qckAjUT0u",56.0,61.0,2017-12-21
2017-12-22,2017-12-22,9.443047791777423e+17,2017-12-22 20:32:58,Bitcoin Price Analysis: Expect Some Lower Lows Before the Next Bouncehttps://t.co/A6N6VuRoKK #bitcoin #blockchain $btc $btcusd #trading,124.0,117.0,2017-12-22
2017-12-23,2017-12-23,,,,,,
2017-12-24,2017-12-24,,,,,,
2017-12-25,2017-12-25,9.452178117434941e+17,2017-12-25 09:01:02,BIPに新たな提案、BTCからBits表記へ（BTCN） - https://t.co/C5wyfYQSbN https://t.co/DTzuq48KAS,74.0,42.0,2017-12-25
2017-12-26,2017-12-26,9.455650977951826e+17,2017-12-26 08:01:01,ビットコインとビットコインキャッシュの違いとは？Jimmy Song氏　動画インタビュー Vol.4（BTCN） - https://t.co/MEQ9NCAMHB https://t.co/h90tTwXRhU,41.0,22.0,2017-12-26
2017-12-27,2017-12-27,9.459414804594565e+17,2017-12-27 08:56:38,時価総額で振り返る、2017年仮想通貨の盛り上がり（BTCN） - https://t.co/OLr9UGSnuo,36.0,20.0,2017-12-27
2017-12-28,2017-12-28,9.463049739812209e+17,2017-12-28 09:01:01,ビットコインの送金手数料高騰によりSegwit導入の兆し（BTCN） - https://t.co/bGiikyXrI4 https://t.co/0NvXqF5keo,155.0,74.0,2017-12-28
2017-12-29,2017-12-29,9.468168413427712e+17,2017-12-29 18:55:00,Our most popular story in the month of August (actually of the whole year). A Beginner’s Guide to Claiming Your “Bi… https://t.co/NHgoV4fTmB,50.0,33.0,2017-12-29
2017-12-30,2017-12-30,9.471401326494925e+17,2017-12-30 16:19:39,ICYMI: Lyn Ulbricht: Ross’s Latest Appeal About “Constitutional Protections and Freedoms for Us All”… https://t.co/Orf0ZM4CZT,41.0,35.0,2017-12-30
2017-12-31,2017-12-31,,,,,,
2018-01-01,2018-01-01,9.478776161611448e+17,2018-01-01 17:10:09,"Happy New Year from all of us at Bitcoin Magazine! Here are a few of our favorite ""Good News"" stories of 2017.… https://t.co/QU6KyJCKoW",98.0,50.0,2018-01-01
2018-01-02,2018-01-02,9.482821183665316e+17,2018-01-02 19:57:29,Keep an Eye Out for These #Bitcoin Tech Trends in 2018 - Our latest cover story by @AaronvanW… https://t.co/PgH3CeNlv0,210.0,175.0,2018-01-02
2018-01-03,2018-01-03,9.48608859668648e+17,2018-01-03 17:35:51,RT @DistLedger: CDC believes disease surveillance can be improved by using a distributed ledger https://t.co/C86tgBc4Zc,0.0,25.0,2018-01-03
2018-01-04,2018-01-04,9.490415677629686e+17,2018-01-04 22:15:16,Bitcoin Price Analysis: Bitcoin Poised for a Potentially Large Market Move https://t.co/rk7XhpqgHy #bitcoin… https://t.co/ZwEmv3sOff,157.0,102.0,2018-01-04
2018-01-05,2018-01-05,9.493303640272855e+17,2018-01-05 17:22:51,"So, which direction do we seem to be going in? Our latest Bitcoin Price Analysis. https://t.co/rk7XhpqgHy #bitcoin $btc $btcusd",85.0,55.0,2018-01-05
2018-01-06,2018-01-06,9.494328860500296e+17,2018-01-06 00:10:14,"RT @DistLedger: As the #media industry continues to experience massive shifts, #blockchain technology is playing a major role: https://t.co…",0.0,60.0,2018-01-06
2018-01-07,2018-01-07,,,,,,
